ID_TRC,PROPRIETAIRE_REF,CODE_ARR,FORME,RUELLE_ID,DATE_AMENAGEMENT,DATE_BONIFICATION,CIRCULATION,TYPE_AMENAGEMENT,TYPE_RECOUVREMENT,SUPERFICIE_RUELLE_M2,SUPERFICIE_VERDISSEMENT_M2,NUMERO_DE_RESOLUTION,DATE_MAJ
402810,"Rosemont - La Petite-Patrie","RPP","J","RPP-J-1000002",2010-01-07,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",673.622,,,2019-10-21
402813,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000065",2015-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",679.346,,,2019-11-27
402477,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000079",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1166.464,,,2019-11-27
403824,"Plateau - Mont-Royal","PMR","H","PMR-H-1000056",2015-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",858.096,"137.61",,2019-11-13
403825,"Plateau - Mont-Royal","PMR","I","PMR-I-1000025",2003-08-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",871.922,,,2019-11-14
403827,"Plateau - Mont-Royal","PMR","J","PMR-J-1000012",1999-08-01,2018-08-01,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",875.4,"205.52",,2019-11-14
403828,"Plateau - Mont-Royal","PMR","H","PMR-H-1000052",2015-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",876.894,"23.5",,2019-11-14
403409,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000089",2016-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",83.699,,,2019-11-27
404032,"Plateau - Mont-Royal","PMR","T","PMR-T-1000068",2018-08-01,,"Ouverte",,"Asphalté ou bétonnée",157.613,"0",,2019-11-13
404035,"Plateau - Mont-Royal","PMR","H","PMR-H-1000069",2018-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",159.13,"28.85",,2019-10-21
402975,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000060",2014-07-01,,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",101.304,,,2019-11-26
402976,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000015",2011-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",101.488,,,2019-11-29
402538,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000078",2015-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",1205.179,,,2019-11-27
403472,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000110",2018-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",84.467,,,2019-11-29
404658,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1300025",2022-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",137.638,"0",,2022-10-12
402979,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000024",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",101.769,,,2019-12-06
402980,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000090",2017-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",101.841,,,2019-11-28
402981,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000005",2010-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",101.988,,,2019-11-15
402555,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000019",2011-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",121.056,,,2019-12-03
406140,"Verdun","VRD","A","VRD-A-1020201",2020-10-03,,"Ouverte","Plates-bandes et mobilier","Mixte",198.229,,,2020-11-26
406143,"Verdun","VRD","E","VRD-E-1020181",2018-06-02,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",201.874,,,2020-11-26
406564,"Sud-Ouest","SO","H","SO-H-1004018",2020-07-01,,"Ouverte",,"Asphalté ou bétonnée",113.462,"0",,2020-12-18
402231,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000106",2018-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",144.263,,,2019-11-29
402878,"Rosemont - La Petite-Patrie","RPP","L","RPP-L-1000099",2017-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",186.081,,,2019-11-29
405480,"Villeray - St-Michel - Parc-Extension","VSMPE","A","VSMPE-A-1200016",2022-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1290.478,"120.8",,2022-10-11
405481,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100010",2019-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1314.159,"11.6",,2019-10-21
407043,"Rosemont - La Petite-Patrie","RPP","A","RPP-A-1000130",2022-09-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",188.844,"16",,2022-10-17
405542,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100033",2023-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1348.781,,,2022-10-12
405543,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1300022",2022-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1378.8,"46.67",,2022-10-11
405545,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1300023",2022-07-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",1451.907,"11.41",,2022-10-11
405546,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1410005",2019-07-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1484.311,"200",,2019-10-31
405582,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1200008",2016-07-01,2020-07-01,"Ouverte",,"Asphalté ou bétonnée",122.28,,,2020-11-24
406496,"Sud-Ouest","SO","H","SO-H-1004019",2020-07-01,,"Ouverte",,"Asphalté ou bétonnée",110.024,"0",,2020-12-18
402659,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000068",2015-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",562.006,,,2019-11-27
402660,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000127",2022-09-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",567.666,"22",,2022-10-17
402661,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000108",2018-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",567.917,,,2019-11-29
406208,"Verdun","VRD","A","VRD-A-1020201",2020-10-03,,"Ouverte","Plates-bandes et mobilier","Mixte",232.81,,,2020-11-26
402665,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000030",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",578.986,,,2019-12-06
406191,"Sud-Ouest","SO","A","SO-A-1004005",2014-07-01,2015-07-01,"Ouverte",,"Asphalté ou bétonnée",534.051,,,2019-11-04
406195,"Sud-Ouest","SO","A","SO-A-1004002",2017-07-01,2021-09-01,"Ouverte","Plates-bandes","Mixte",548.867,"43.3",,2019-11-04
402237,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000012",2011-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",145.274,,,2019-11-29
402239,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000082",2016-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",145.284,,,2019-11-27
403018,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000013",2011-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",213.193,,,2019-11-29
402733,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000095",2017-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",635.856,,,2019-11-28
402735,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000005",2010-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",643.861,,,2019-11-15
402736,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000044",2013-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",644.731,,,2019-12-02
402241,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000050",2019-07-01,,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",145.723,,,2019-11-26
402243,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000083",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",146.1,,,2019-11-27
402940,"Rosemont - La Petite-Patrie","RPP","F","RPP-F-1000029",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",190.919,,,2019-12-06
402941,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000061",2014-07-01,2020-10-28,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",191.409,"5",,2020-11-30
406310,"Sud-Ouest","SO","A","SO-A-1004002",2017-07-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",162.878,"6.26",,2019-11-04
404577,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1200013",2020-07-01,,"Ouverte",,"Asphalté ou bétonnée",131.929,,,2019-10-24
404579,"Villeray - St-Michel - Parc-Extension","VSMPE","T","VSMPE-T-1100026",2019-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",132.065,"3.08",,2019-10-23
405309,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1410004",2019-07-01,,"Partiellement fermée","Plates-bandes","Gazonnée",284.649,"70",,2019-10-31
406318,"Sud-Ouest","SO","I","SO-I-1002004",2015-07-01,2017-07-01,"Ouverte","Mobilier","Asphalté ou bétonnée",168.883,,,2019-11-03
402630,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000030",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",122.751,,,2019-12-06
402632,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000091",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",122.895,,,2019-11-27
406680,"Sud-Ouest","SO","A","SO-A-1004003",2015-07-01,2021-09-01,"Fermée","Plates-bandes et mobilier","Végétalisée",116.858,"2.98",,2019-11-04
402637,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000013",2011-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",123.538,,,2019-11-29
406682,"Sud-Ouest","SO","T","SO-T-1004023",2021-09-01,,"Fermée","Plates-bandes","Mixte",117.212,,,2020-12-18
405587,"Villeray - St-Michel - Parc-Extension","VSMPE","T","VSMPE-T-1100024",2019-07-01,,"Fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",124.807,"4",,2019-10-22
402646,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000090",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",171.072,,,2019-11-27
402920,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000090",2016-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",130.352,,,2019-11-27
402907,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000016",2011-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",99.761,,,2019-11-29
402908,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000009",2010-07-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",99.879,,,2019-11-29
402909,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000045",2013-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",99.982,,,2019-12-02
402910,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000004",2011-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",99.985,,,2019-11-15
402964,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000117",2019-07-01,,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",100.111,,,2019-12-02
402965,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000063",2015-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",100.172,,,2019-11-27
405993,"Verdun","VRD","H","VRD-H-1020172",2017-06-03,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",142.028,,,2020-11-26
406067,"Sud-Ouest","SO","H","SO-H-1004018",2020-07-01,,"Ouverte",,"Asphalté ou bétonnée",463.427,"0",,2020-12-18
402597,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000041",2013-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",557.789,,,2019-12-02
402598,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000049",2014-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",560.351,,,2019-11-26
403837,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000037",2017-07-01,2018-07-01,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1126.832,"24.9",,2023-01-16
401228,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000047",2011-07-01,2019-10-02,"Ouverte","Mobilier","Asphalté ou bétonnée",150.344,"2.1",,2019-11-11
401234,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000047",2019-10-02,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",150.6,"10.56",,2019-11-11
401512,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000023",2014-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",180.614,"4.44",,2019-11-11
401766,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000030",2012-07-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",218.993,"20190202",,2019-11-08
400867,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000037",2017-07-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",113.536,"5.68",,2019-11-12
406947,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000029",2015-07-01,,"Partiellement fermée",,"Asphalté ou bétonnée",443.145,,,2019-11-12
405235,"Villeray - St-Michel - Parc-Extension","VSMPE","L","VSMPE-L-1410003",2019-07-01,,"Ouverte","Plates-bandes","Gazonnée",234.222,"26.47",,2019-10-31
402339,"Rosemont - La Petite-Patrie","RPP","J","RPP-J-1000047",2014-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1071.732,,,2019-11-26
402340,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000104",2018-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1072.024,,,2019-11-29
406546,"Sud-Ouest","SO","A","SO-A-1004002",2017-07-01,2021-09-01,"Partiellement fermée","Plates-bandes","Mixte",110.974,,,2019-11-04
402543,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000100",2017-07-01,,"Fermée","Plates-bandes et mobilier","Mixte",119.971,,,2019-11-29
402547,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000107",2018-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",120.2,,,2019-11-29
406120,"Sud-Ouest","SO","A","SO-A-1004004",2014-07-01,2018-07-01,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",143.754,,,2019-11-04
406553,"Sud-Ouest","SO","H","SO-H-1004018",2020-07-01,,"Ouverte",,"Asphalté ou bétonnée",112.206,"0",,2020-12-18
407040,"Rosemont - La Petite-Patrie","RPP","J","RPP-J-1000001",2010-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",120.365,,,2019-11-25
402550,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000091",2016-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",120.677,,,2019-11-27
405406,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100031",2020-11-23,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1125.325,"24.67",,2022-10-11
406173,"Sud-Ouest","SO","A","SO-A-1004004",2014-07-01,2018-07-01,"Ouverte","Mobilier","Mixte",144.462,,,2019-11-04
406556,"Sud-Ouest","SO","H","SO-H-1004019",2020-07-01,,"Ouverte",,"Asphalté ou bétonnée",112.598,"0",,2020-12-18
406180,"Sud-Ouest","SO","H","SO-H-1004017",2020-07-01,,"Ouverte",,"Asphalté ou bétonnée",146.389,"0",,2020-12-18
402342,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000129",2022-09-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1084.894,"24",,2022-10-17
402344,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000017",2011-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1086.94,,,2019-12-03
402400,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000028",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1090.53,,,2019-12-06
404855,"Ville-Marie","VM","I","VM-I-1000000",2010-07-01,,"Ouverte","Plates-bandes","Mixte",475.259,,,2019-11-07
406557,"Sud-Ouest","SO","H","SO-H-1004001",,,"Ouverte",,"Asphalté ou bétonnée",112.7,"0",,2019-11-04
402927,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000093",2017-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",137.031,,,2019-11-28
405698,"Verdun","VRD","H","VRD-H-1020162",2016-05-28,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",110.179,,,2020-11-26
406127,"Sud-Ouest","SO","A","SO-A-1003003",2014-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",477.217,,,2019-10-21
406131,"Sud-Ouest","SO","I","SO-I-1002012",2019-10-01,,"Partiellement fermée","Plates-bandes, mobilier et marquage au sol","Mixte",488.336,"62",,2019-11-03
402553,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000096",2017-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",121.048,,,2019-11-28
405478,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100034",2021-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1204.051,"50.7",,2022-10-11
405760,"Verdun","VRD","H","VRD-H-1020092",2009-10-03,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",115.143,,,2020-11-26
405761,"Verdun","VRD","H","VRD-H-1020162",2016-05-28,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",115.097,,,2020-11-26
403273,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000079",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",143.26,,,2019-11-27
403276,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000070",2015-07-01,,"Fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",143.547,,,2019-12-06
405263,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100011",2016-07-01,2019-07-01,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1011.407,,,2019-10-21
405992,"Verdun","VRD","H","VRD-H-1020172",2017-06-03,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",141.867,,,2020-11-26
406154,"Verdun","VRD","T","VRD-T-1020133",2013-10-05,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",212.663,,,2020-11-26
406209,"Verdun","VRD","A","VRD-A-1020201",2020-10-03,,"Ouverte","Plates-bandes et mobilier","Mixte",236.434,,,2020-11-26
406560,"Sud-Ouest","SO","H","SO-H-1004019",2020-07-01,,"Ouverte",,"Asphalté ou bétonnée",112.98,"0",,2020-12-18
405265,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100002",2014-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1019.997,,,2019-10-21
402407,"Rosemont - La Petite-Patrie","RPP","J","RPP-J-1000084",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1108.815,,,2019-11-27
402467,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000081",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1129.271,,,2019-11-27
402248,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000030",2012-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",147.077,,,2019-12-06
402300,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000106",2018-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",147.17,,,2019-11-29
404817,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100020",2019-07-01,,"Fermeture saisonnière","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",762.152,"11.89",,2019-10-21
405833,"Verdun","VRD","H","VRD-H-1020091",2009-05-23,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",121.033,,,2020-11-26
403337,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000003",2010-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",78.864,,,2019-10-21
403391,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000044",2013-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",79.073,,,2019-12-02
404588,"Villeray - St-Michel - Parc-Extension","VSMPE","T","VSMPE-T-1100026",2019-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",134.313,"1.6",,2019-10-23
402872,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000116",2019-07-01,,"Fermée","Plates-bandes et mobilier","Mixte",182.135,,,2019-12-02
402874,"Rosemont - La Petite-Patrie","RPP","J","RPP-J-1000131",2022-09-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",183.532,"12",,2022-10-17
402875,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000040",2019-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",183.754,,,2019-12-02
402584,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000004",2011-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Mixte",533.055,,,2019-11-15
405836,"Verdun","VRD","H","VRD-H-1020212",,,"Partiellement fermée","Plates-bandes et mobilier","Mixte",121.64,,,2020-11-26
402731,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000093",2017-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",630.616,,,2019-11-28
402404,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000084",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1098.775,,,2019-11-27
402863,"Rosemont - La Petite-Patrie","RPP","F","RPP-F-1000029",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",178.47,,,2019-12-06
402864,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000040",2013-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",179.416,,,2019-12-02
404961,"Villeray - St-Michel - Parc-Extension","VSMPE","T","VSMPE-T-1100022",2019-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",832.345,"6.7",,2019-10-22
402904,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000059",2014-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",99.6,,,2019-11-26
403329,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000026",2012-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",74.327,,,2019-12-06
403330,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000027",2012-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",74.769,,,2019-12-06
403016,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000024",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",208.439,,,2019-12-06
404814,"Villeray - St-Michel - Parc-Extension","VSMPE","T","VSMPE-T-1100035",2022-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",750.813,"13.64",,2022-10-12
402475,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000022",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1153.705,,,2019-12-03
406622,"Sud-Ouest","SO","A","SO-A-1004003",2015-07-01,2021-09-01,"Fermée","Plates-bandes et mobilier","Végétalisée",115.514,"5.9",,2019-11-04
402581,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000080",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",163.396,,,2019-11-27
406006,"Verdun","VRD","H","VRD-H-1020171",2017-05-27,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",172.033,,,2020-11-26
402648,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000064",2015-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",165.324,,,2019-11-27
402688,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000041",2013-07-01,,"Fermée","Plates-bandes et mobilier","Mixte",95.782,,,2019-12-02
402744,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000023",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",96.159,,,2019-12-06
402221,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000124",2022-09-01,,"Ouverte","Marquage au sol","Asphalté ou bétonnée",111.666,"0",,2022-10-17
405227,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1400001",2015-07-01,2019-07-01,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",104.684,"5.52",,2022-10-11
402650,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000080",2016-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",166.506,,,2019-11-27
402330,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000062",2014-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",392.533,,,2019-11-26
402331,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000124",2022-09-01,,"Ouverte","Marquage au sol","Asphalté ou bétonnée",393.931,"0",,2022-10-17
402227,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000096",2017-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",112.034,,,2019-11-28
402279,"Rosemont - La Petite-Patrie","RPP","F","RPP-F-1000092",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",112.576,,,2019-11-28
402280,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000007",2010-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",112.656,,,2019-11-25
406237,"Sud-Ouest","SO","H","SO-H-1004001",2019-11-01,,"Fermée","Plates-bandes et mobilier","Mixte",81.342,"81.34",,2019-11-04
406238,"Sud-Ouest","SO","A","SO-A-1002009",2018-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",82.169,"12.1",,2019-11-03
406239,"Sud-Ouest","SO","A","SO-A-1002009",2018-07-01,,"Ouverte","Plates-bandes et mobilier","Mixte",82.925,"12.1",,2019-11-14
406670,"Verdun","VRD","H","VRD-H-1020092",2009-10-03,,"Fermeture saisonnière","Plates-bandes","Asphalté ou bétonnée",1033.95,,,2020-11-26
