Numero_accession,Categorie_objet,Sous_categorie_objet,Nom_objet,Type_objet,Autres_noms_objet,Artiste_artisan,Autre_artiste_artisan,Titre,Variante_titre,Fabricant,Pays_fabricant,Province_fabricant,Ville_fabricant,Date_debut_production,Date_fin_production,Periode,Materiaux,Medium,Support,Technique_fabrication,Sujet_image,Continent_origine,Pays_origine,Province_origine,Ville_origine,Ecole_style,Culture,Secteur_geo_culturel,Territoire_ancestral_correspondant,Mode_acquisition,Date_accession
1998.2.18,Beaux-Arts,Estampe,estampe,,,"Brodeur, Jean",,"Me, and my terrible talent",,,,,,,1965,XXe siècle,,encre,papier,"imprimé, lithographie",abstraction,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois",,,don,1998-12-30
1998.2.19,Beaux-Arts,Estampe,estampe,,,"Bruneau, Kittie",,Hula,,,,,,,1972,XXe siècle,,encre,papier,"imprimé, lithographie",semi-abstraction; animal,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,1998-12-30
1998.2.20.1,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le petit ramoneur,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.1-100,Beaux-Arts,Estampe,album,,,"Villon, Jacques",,Cent Croquis 1894-1904,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XXe siècle,,,,,,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.2,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Pochade macabre,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.3,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Femme en pantoufles,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.4,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Jeune fille à la coiffe,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.5,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au d'Harcourt,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.6,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Bretonne,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.7,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au bord de la mer,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.8,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Une fillette,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; nu,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.9,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au bord de la mer en Normandie,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.10,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Élégante,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.11,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Silhouette,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.12,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Violette,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.13,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au Palais de glace,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.14,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Sans attrait,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.15,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au bar,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.16,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,La femme chic,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.17,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le corset noir,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.18,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Américaine au Moulin Rouge,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.19,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Dans les catacombes,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.20,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au Tréport,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.21,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au café-concert,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.22,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,L'ombrelle rouge,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.23,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,À Dieppe,,Pierre Berès,France,,Issy-Les-Moulineaux,,1901,XXe siècle,,encre,papier,"imprimé, phototypie",marine; scène de genre; paysage,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.24,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Deux enfants,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.25,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Deux Normands,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.26,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le chien Pip,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",animal; portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.27,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au Moulin Rouge,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.28,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Un médecin,,Pierre Berès,France,,Issy-Les-Moulineaux,,1902,XXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.29,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Chevaux de livreur,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",animal,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.30,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le rémouleur,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.31,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Un journaliste,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.32,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,L'attelage belge,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",animal; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.33,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le loufiat,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.34,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Violoniste dans une cour,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.35,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Un garçon de café,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.36,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,La femme au chapeau,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.37,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Lempereur (sic),,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.38,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Val de Grâce,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.39,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,"Le maquis, rue Caulaincourt",,Pierre Berès,France,,Issy-Les-Moulineaux,,1902,XXe siècle,,encre,papier,"imprimé, phototypie",paysage,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.40,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au Luxembourg,,Pierre Berès,France,,Issy-Les-Moulineaux,,1898,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.41,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Rencontre,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.42,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,La drogue,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; animal; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.43,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au Quartier Latin,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.44,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Un Zouave,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.45,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,L'attente,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.46,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Un polytechnicien,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.47,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Un bar chic aux Champs-Élysées,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.48,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Un petit nain,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.49,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le parapluie rouge,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.50,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Brandinbourg,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.51,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Automobile,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.52,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Jeanne Bloc,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.53,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au concert rouge,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.54,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Un violoniste,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.55,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,L'époque Casque d'Or,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.56,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Une chanteuse,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.57,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,À la terrasse,,Pierre Berès,France,,Issy-Les-Moulineaux,,1895,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.58,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,En écoutant le diseur,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.59,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le 14 Juillet au cabaret de la baleine,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.60,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Chanteuse au chapeau,,Pierre Berès,France,,Issy-Les-Moulineaux,,1895,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.61,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Yvonne Duchamp,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.62,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,La veuve au piano accordéon,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.63,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,L'ami sûr,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.64,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Café avenue des Gobelins,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.65,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,D'un premier étage,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.66,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Bas de la rue Lepic,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",architecture,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.67,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au bureau de poste,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.68,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,L'orge de barbarie,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.69,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au Val de Grâce,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.70,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,L'Armée du Salut,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.71,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,L'invalide,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.72,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le caporal Delattre,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.73,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,"À Damville, Yvonne Duchamp",,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.74,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Lucie,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.75,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Patrelle,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.76,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,La cornette,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.77,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Croquis de la rue,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.78,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Aux Quat z'arts,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.79,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,La pièce grasse,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.80,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Un vieux ménage,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.81,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Tante Ketty,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.82,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,La chaise Henri II,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.83,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,L'Alsacienne,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.84,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le bougnat,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.85,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Voyageur du chemin de fer de ceinture,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.86,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le bistrot,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.87,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le coiffeur de l'hôpital,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.88,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Une raquin,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
