Numero_accession,Categorie_objet,Sous_categorie_objet,Nom_objet,Type_objet,Autres_noms_objet,Artiste_artisan,Autre_artiste_artisan,Titre,Variante_titre,Fabricant,Pays_fabricant,Province_fabricant,Ville_fabricant,Date_debut_production,Date_fin_production,Periode,Materiaux,Medium,Support,Technique_fabrication,Sujet_image,Continent_origine,Pays_origine,Province_origine,Ville_origine,Ecole_style,Culture,Secteur_geo_culturel,Territoire_ancestral_correspondant,Mode_acquisition,Date_accession
2005.10.19,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Bestiaire 5,,La Guilde Graphique,Canada,Québec,Montréal,,1974,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; animal,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.20,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Crépuscule,,La Guilde Graphique,Canada,Québec,Montréal,,1974,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; portrait; objet,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.21,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Discothèque,,La Guilde Graphique,Canada,Québec,Montréal,,1975,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; portrait,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.22,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Éléments,,La Guilde Graphique,Canada,Québec,Montréal,,1968,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; animal; objet,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.23,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Embranchement,,La Guilde Graphique,Canada,Québec,Montréal,,1973,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; végétal,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.24,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Façonnage,,La Guilde Graphique,Canada,Québec,Montréal,,1973,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; végétal,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.25,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Fleurs Gadgets,,La Guilde Graphique,Canada,Québec,Montréal,,1975,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; végétal,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.26,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Fleuron,,La Guilde Graphique,Canada,Québec,Montréal,,1975,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; végétal,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.27,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Folies Bergères,,La Guilde Graphique,Canada,Québec,Montréal,,1974,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; portrait; nu,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.28,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Les grâces,,La Guilde Graphique,Canada,Québec,Montréal,,1974,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; portrait; nu,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.29,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Graffiti,,La Guilde Graphique,Canada,Québec,Montréal,,1973,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.30,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Jeunesse,,La Guilde Graphique,Canada,Québec,Montréal,,1975,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; portrait; nu,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.31,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Joie de vivre,,La Guilde Graphique,Canada,Québec,Montréal,,1975,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.32,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Mini-J,,La Guilde Graphique,Canada,Québec,Montréal,,1975,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; portrait; nu,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.33,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Mutons,,La Guilde Graphique,Canada,Québec,Montréal,,1974,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; animal; portrait,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.34,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Oniromancie,,La Guilde Graphique,Canada,Québec,Montréal,,1972,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; portrait,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.35,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Palais Ducal C,,La Guilde Graphique,Canada,Québec,Montréal,,1973,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; architecture,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.36,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Polychromée B,,La Guilde Graphique,Canada,Québec,Montréal,,1972,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; portrait,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.37,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Polychromée C,,La Guilde Graphique,Canada,Québec,Montréal,,1973,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; portrait,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.38,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Polychromée M,,La Guilde Graphique,Canada,Québec,Montréal,,1972,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; portrait,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
2005.10.39,Beaux-Arts,Estampe,estampe,,,"Pellan, Alfred",,Polychromée O,,La Guilde Graphique,Canada,Québec,Montréal,,1973,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; portrait,Amérique du Nord,Canada,Québec,Laval,art contemporain,"nord-américain, québécois",,,don,2005-11-17
